TCGA-OR-A5LM-01,2.6558435,4.5330877,-0.6993459,-1.952924,3.0830657,-0.14337213,1.2690607,-2.1396346,1.6243689,2.0755703,-3.2143013,-1.1611462,2.6091063,-3.7556877,4.948365,2.8108838,19.798916,-7.1041393,-28.200888,-27.39539,5.836032,14.839876,8.7346945,-8.2716255,-8.03706,-3.8127623,-18.966902,-14.464458,-6.264946,3.60402,14.981915,-0.46338904,8.407991,8.4886,-20.479317,-14.009582,-13.1237955,0.83489364,13.670267,-11.349835,27.840296
TCGA-OR-A5LL-01,1.0246371,1.7919655,-0.033036496,-0.85596055,1.2940606,0.11500095,-0.101754785,-0.99106795,0.868269,0.38562578,-1.2460172,-0.37346587,0.64536905,-1.786724,2.3663726,2.351982,8.298407,-7.035457,-8.577199,-5.650438,9.143503,10.422669,0.04682648,-7.679042,2.1081898,-3.1142263,-11.548129,-10.25499,-1.2103357,3.8481212,9.786822,0.7342523,3.0102284,2.747617,-15.361586,-8.978059,-2.119709,2.23966,-0.09750679,-6.9909596,13.425934
TCGA-OR-A5K1-01,2.9013824,2.1343544,-0.72829133,1.2307258,1.4751741,0.21890192,2.939701,1.0411967,-0.39173698,1.500444,-4.095998,-1.3806021,2.892131,-1.584858,2.5855396,-3.8302977,17.965595,-4.5718694,-27.85858,-25.507025,3.3994405,15.858354,15.183729,-7.292054,-14.488572,2.4884717,-17.7072,-11.412691,1.4810629,12.585376,15.206908,7.598983,1.9005808,0.68938583,-24.219984,-14.420456,-20.520296,-4.7569895,20.27051,-10.629277,32.790997
TCGA-OR-A5J7-01,1.2182708,3.765268,-0.63872486,-2.635909,3.1585,0.022800118,-1.3459197,-4.296518,2.2911875,-0.09347812,0.17944086,0.09297955,-0.7040098,-4.2071223,2.9006388,13.627753,7.6400433,-12.329768,-7.0442276,-2.762674,12.301113,9.10942,-16.360184,-9.218157,15.131304,-14.3253145,-10.198166,-13.535424,-14.26682,-14.361582,9.1701565,-14.417015,12.964542,14.727916,-8.044846,-6.9220524,17.36947,12.361686,-15.559039,-8.934847,-2.9738953
TCGA-OR-A5K6-01,1.8806894,3.3992631,-0.16332087,-1.8322976,2.2778018,0.058264017,0.38437423,-1.8235868,1.4362643,1.3231307,-2.1762784,-0.80515623,1.6004282,-3.053557,4.135683,5.4725704,11.286705,-8.588038,-12.857923,-10.497573,9.5417595,11.507914,-1.7342906,-8.451067,2.7906706,-5.97581,-13.553054,-12.4409895,-5.73796,0.013995657,11.3143635,-3.087559,6.726856,7.1856585,-15.337147,-10.03249,-0.5071625,4.60113,-0.4487625,-8.437848,13.826319
TCGA-OR-A5LA-01,2.7246141,3.4186687,0.13138114,-1.2111331,2.051266,-0.22638898,1.6602092,-0.25868526,0.5791165,2.6576083,-4.3227553,-1.4568057,3.1345391,-2.476718,5.270527,-5.3793263,11.184881,-4.0695305,-17.892017,-13.521025,4.850564,13.897216,11.915609,-6.1299443,-10.548741,4.2287593,-13.514825,-8.258537,6.280328,14.676854,12.245049,10.172516,-2.459584,-4.55345,-22.42511,-11.78611,-16.201014,-4.9645486,14.338169,-8.702366,26.3885
TCGA-OR-A5LO-01,2.7654006,5.2421336,-2.1844883,-1.9489706,3.823731,-0.21769494,1.1255972,-4.1772757,1.9416375,0.8066826,-1.6695375,-0.16316016,2.067635,-5.069951,3.4790232,12.095008,10.239071,-11.838083,-11.139444,-7.698929,11.21125,10.089252,-12.053759,-9.24937,11.200707,-13.0111685,-12.105625,-14.070716,-13.634118,-11.573438,10.380664,-12.457742,12.844934,14.429244,-10.250367,-8.139507,11.812576,10.874686,-10.165759,-9.589402,2.7116811
TCGA-OR-A5L3-01,0.5914661,2.3780594,-0.26922727,-2.161043,1.89523,0.08865515,-1.3885792,-2.8631706,1.6883652,-0.29578638,0.42494953,0.18770051,-0.9862983,-2.7757573,2.286341,-3.680407,10.776467,-4.1211214,-16.297577,-12.936097,5.03025,12.897524,9.888443,-6.079143,-8.697295,2.6732574,-12.74708,-8.34141,4.503075,12.167519,11.663455,7.9586368,-1.3715163,-2.546307,-20.23732,-10.948713,-13.597203,-3.6812732,11.951548,-7.933743,23.534458
TCGA-OU-A5PI-01,2.0236475,3.863609,-1.6282526,-1.3208116,2.9528933,-0.083116494,0.6188559,-3.2220275,1.6306654,0.37085688,-1.1978941,-0.097421326,1.463081,-3.9808478,2.5829916,8.249589,11.765253,-10.503788,-13.558183,-10.411928,10.705821,11.577353,-5.53714,-9.275059,6.143454,-9.195801,-13.985784,-14.013412,-9.399113,-4.753316,11.341126,-6.9723997,9.988933,10.415496,-14.235211,-9.948309,3.8443406,7.3556657,-4.01457,-9.844995,10.786376
TCGA-OR-A5JP-01,1.1844527,4.141248,-1.4662136,-2.4986503,3.4529223,-0.14937632,-1.2045163,-5.0787106,2.5353353,-0.5128131,0.7505278,0.4697397,-0.88492227,-4.665548,2.0072174,12.775485,7.280059,-10.544453,-7.116939,-4.0874014,10.171682,7.8526545,-14.723402,-7.7253017,12.859165,-13.110224,-8.729019,-11.522807,-13.174538,-13.985036,8.024171,-13.82196,11.619309,14.025057,-6.155339,-6.002997,15.975085,11.089885,-13.487667,-7.4434824,-3.7193363
